bundle ID,intent
888,computer accessories
889,Ear Headphone
890,Raspberry Pi  accessories
891,taking and editing videos or photos
892,computer desktop
893,Different types of connector cables
894,Different types of monitors
895,galaxy tab accessories
896,assembling desktop computer
897,NAS Storage Array
898,assembling a desktop
899,camera lens
900,All camera accessories 
901,different cables
902,different cables
903,Repair disk
904,camera accessories
905,Building a Computer
906,Data storage
907,T-MOBILE ACCESSORIES
908,computer accesories
909,protecting ipad
910,different cases
911,power supply for laptops
912,power supply and cables
913,Desktop Cable
914,Mounting a Ceiling Monitor TV
915,assembling a desktop
916,Nikon Camera Equipment
917,Nikon Camera Lens and accessories
918,Computer Hardware Installation
919,mp3 video players
920,ipad accessories
921,tablet stand
922,assembling of computer r
923,adapter
924,Desktop essentials
925,computer
926,memmory devices
927,TV and accessories
928,ethernet cable
929,Conference/Server room
930,Headphones 
931,sony brand
932,assembling a desktop
933,different hard drive
934,Filming
935,Equipment Tripods/Stands
936,external storage
937,camera accessories
938,cover case
939,Protecting Tablet
940,ipod and accessories
941,computer accessories
942,battery
943,camera and accessories
944,peripherals for laptop/desktop
945,Phone products
946,Photography
947,wireless keyboard and mouse
948,VGA adaptors
949,Tablet accessories 
950,router and accessories
951,Display connectors
952,accessories 
953,Electrical consumables
954,Laptop build
955,buying an hard disk and a protection for it
956,ipod nano and accessories
957,assembling a desktop
958,protecting ipad
959,Protecting DLSR 
960,Operating Tivo stream unit
961,Protective Cases for Gadgets
962,Cover for iPad
963,camera accessories
964,Computer Hardware
965,Charging
966,PC Accessories
967,Flip Recording and Uploading
968,Protect and use iPad Mini 
969,HDMI storage 
970,Protecting a device
971,Networking
972,AV setup
973,Both routers
974,RCA cables to use with the bluetooth speaker
975,Photography
976,Camera accesories 
977,Storage
978,assembling computer
979,watching dvds on at tv trought a desktop
980,assempling a desktop
981,photography accessories
982,minor desktop upgrade
983,Desk setup
984,Audio Equipment
985,HDMI connection
986,Sound system 
987,computer accessories
988,possible dj equipment
989,Power backup
990,Portable Audio mixing kit
991,Photo Equipment
992,nice
993,protecting macbook
994,good picture lightings
995,"TRAVELING, ADAPTERS AND TO CONNECT A SMARTPHONE TO a tv or laptot and make things easier"
996,Adaptor
997,TV Streaming setup
998,Speaker Accessories 
999,Apple keypad and trackpad
1000,Mac Accessories 
1001,Internet Items 
1002,Apple Desktop bundle
1003,Building a PC
1004,assembling a desktop
1005,camera and accessories
1006,memory card
1007,Computer accessories
1008,cctv connection
1009,headphones
1010,camera supplies
1011,protecting ipod
1012,protecting ipad
1013,Burner replacement
1014,Cable spare parts
1015,aaassembling a desktop pc
1016,Camera accessories
1017,for using camera for better performance
1018,backup memory (complementary products)
1019,Gaming monitor and PC remote
1020,make digital photos
1021,usb cable
1022,mechanical keyboard
1023,Watching a movie
1024,camera and accessories
1025,external storage
1026,SMARTPHONE ACCESSORIES
1027,Sound system
1028,Memory card
1029,Laptop Accesories
1030,cd player
1031,keyboard
1032,nice quality laptop to buy
1033,Digital Camera
1034,ethernet cable
1035,micro card and card reader
1036,reasonable accessories
1037,Laptop Package
1038,Audio Devices
1039,SD Cards
1040,cables
1041,Photography Accessories
1042,Yes that is related because the user can take video and edit with macbook
1043,Laptops
1044,Keyboard
1045,Display
1046,"3,4,5 and 8 product is same,
1,2,6,7 and 9 product is same."
1047,All items related to camera & photo and are complimentary products
1048,GoPro and accessories
1049,All the products related MacBook
1050,Ethernet cable
1051,Data saver
1052,Computer Storage and Networking
1053,Listening and Managing Music
1054,different adapters
1055,battery
1056,Camera
1057,video coverage kit
1058,entertainment
1059,Tv wall  mount 
1060,Protecting music player
1061,Protection for Nook
1062,Laptop/pc peripherals
1063,Music
1064,camera and accessories
1065,streaming
1066,Ram
1067,Battery and charger 
1068,desktop computer assembly
1069,different laptops
1070,Crafting an RC Car
1071,power steering repair/upgrade
1072,Desktop Computer
1073,assembling a desktop
1074,Computer Parts
1075,Play music in TV
1076,Different types of wifi
1077,different styles of lense
1078,Radios
1079,Photography
1080,"parts for a desktop pc, assembling."
1081,Computer Components
1082,Items for a camera
1083,Computer storage solutions
1084,pc building components
1085,Ipad covers
1086,The items are all accessories for a device
1087,tablet accessories
1088,Accessories of laptop
1089,Buy a new laptop with more RAM space and a mouse
1090,photography
1091,Camera and accessories
1092,projection TV accessories
1093,home theater
1094,Assembling a cpu
1095,male to female extension  cable
1096,adapters
1097,camera accessories
1098,Protecting Macbook
1099,computer set up
1100,LED HDTV
1101,Charge Cables and camera sets 
1102,security surveillance assembly
1103,Are into music
1104,computer accessories and storage
1105,Building a computer
1106,alternative antennas
1107,connect a desktop to a display
1108,TV accessories
1109,Sound system package
1110,content streaming from mobile devices 
1111,camera accessories
1112,Hard Drive expansion for Desktop PC
1113,TV Samsung
1114,Octagon Umbrella Speedlite Softbox
1115,Photography Studio
1116,watch media on devices 
1117,hard drive and accessories
1118,Tab Protector
1119,Samsung Galaxy Tablet protection
1120,Canon Rebel Accessories
1121,camera setup
1122,Apple products
1123,Laptop accessories
1124,for my pc
1125,RCA adapter
1126,Accessories for photographers
1127,voice recording
1128,Protecting ipad
1129,Protecting apple macbook pro
1130,Laptop cover
1131,Anti-dust plug cup and fine point stylus
1132,Home recording.
1133,Desktop accessories 
1134,Audio & Video complete set
1135,Office Storage kit
1136,receiver and cables
1137,receiver and cables
1138,different audio cables
1139,different cases
1140,making speakers
1141,USB Dok
1142,nice 
1143,Setting up satellite TV dish
1144,cooling fan
1145,assembling a pc case
1146,Complementary
1147,pc and extra ssd
1148,different cables
1149,macbook cases
1150,camera accessories
1151,macbook accessories
1152,2
1153,Alternative products
1154,MP4 player and SD card
1155,protecting smartphone
1156,Car audio system
1157,cable management
1158,protectors for mobile devices
1159,Networking components
1160,tablet accessories for ipad
1161,competing items
1162,style
1163,camera
1164,Photography Equipment
1165,MSI Computer
1166,Build a computer
1167,different hard drive
1168,Charger for Electronic Devices
1169,Radio Accessories
1170,Home Security
1171,wireless camera lens and mounting
1172,"Item 1,2,3,4,5,6 are complementary products"
1173,Camera and accessories
1174,Cases
1175,Battery
1176,Computer parts
1177,"building a pc
"
1178,cpu assemble products
1179,Cooling
1180,Accessories for samsung galaxy tab 2
1181,System Accessorizes 
1182,Ipad accessories
1183,USB cable
1184,Assembling gaming computer
1185,MIni ITX PC build
1186,system accessories
1187,part of connecting cables 
1188,alternative products
1189,Tripod and Rechargeable Li-Ion Battery are often bought together as camera accessories  
1190,bluetooth adapter
1191,Phone users
1192,Storage devices and connector
1193,Recording purpose
1194,essential uses
1195,pc gadget
1196,assemble a PC
1197,TV VCR wall mount
1198,camera bundle
1199,computer accessories
1200,To read or write data to SD card
1201,Establish a connection to thunderbolt drive
1202,Setting up surveillance 
1203,Listening to music
1204,tablet protectors
1205,Microsoft surface
1206,iPad 
1207,EnGenius Technologies
1208, V1810-48G Ethernet Switch
1209,smartphone accessories
1210,smartphone accessories
1211,cable
1212,Monitor installation
1213,chase connectivity
1214,tv support
1215,Literary 
1216,tablet/ereader
1217,apple products
1218,streaming devices
1219,Laptop Bundle - can cast laptop using chrome cast 
1220,mac accessories 
1221,Media Bundle
1222,PC build
1223,usb cable
1224,Hard drive
1225,IPAD and related accessories
1226,memory card for tablet
1227,setting up wifi
1228,Camera accessories
1229,Frame + storage
1230,Camera and accecories 
1231,Camera Accessories
1232,different cables
1233,different cables
1234,different cables
1235,buying a new camera and accessories
1236,They're all keyboard case covers.
1237,LED TV
1238,watching tv
1239,mouse and keybord
1240,Needed for operation.
1241,Accessories for a HP laptop
1242,Protecting google nexus 7
1243,Portable Music (MP3) and movie watching
1244,digital sound bundle
1245,Tripods
1246,Camera accessories 
1247,Camera lenses
1248,Cc tv camera
1249,Assembling a PC
1250,"Saving files, photos, datas"
1251,Increasing storage capacity
1252,Protecting PC from power surges and power failures
1253,sound
1254,camera and accessories
1255,assembling security camera
1256,tablet
1257,Digital camera
1258,Cables
1259,camera and accessories
1260,different cables
1261,Purchasing device and accessories for taking videos and pictures
1262,Cannon accessories
1263,building a new computer
1264,Camera and Memory Card
1265,Garmin Bundle
1266,router with protection
1267,Charging a camera and taking/storing professional photography.
1268,Batteries
1269,different sd card
1270,binoculars and accessories
1271,different strip
1272,Power bank and cable 
1273,Using iPad as computer
1274,Book reading
1275,computer/PC build 
1276,CCTV Setup
1277,listening
1278,Assembling a PC
1279,"The customer's intent is what those keywords or queries are really ... Transactional – The user is prepared to buy or to perform some other specific online activity. The basic idea is that everyone who performs an Internet search has a ... be designed to match the user's intent, not just to pitch your product."
1280,Installing earoads on headphones
1281,for music
1282,A new tablet and protection for it
1283,Assembling a Desktop
1284,building a desktop
1285,  laptop processor with laptop gb
1286,I pad accessories
1287,Card reader
1288,Network Station Assembling
1289,raspberry
1290,Raspberry Pi 8GB Preloaded (NOOBS) SD Card and Micro USB Power Supply Charger
1291,Cannon Camera accessories
1292,ASUS Transformer
1293,VGA
1294,Similar item
1295,SD / HD
1296,camera accessories
1297,I see two different subsets. The first subset is two items are the tablets. The second subset are the SD card and the surveillance camera.
1298,Tablet
1299,external storage
1300,tablet accessories
1301,upgrading/enhancing/protecting a Tablet.
1302,Protecting Barnes & Noble Nook
1303,Wireless adapter assembly
1304,These products are used for connect a computer.
1305,camera accessories
1306,External Hard Drive
1307,DVR
1308,camera accessories
1309,camera accessories
1310,Pc assembly
1311,assembling a desktop computer
1312,HDMI cables
1313,Computer accessories
1314,USB
1315,assembling camera parts
1316,digital camera protection and memory
1317,Video signal converter
1318,associated connectors for the products
1319,Protecting Ipad
1320,Tablet and accessories 
1321,computer repair
1322,Storage devices
1323,Audio video cables
1324,laptop batteries
1325,All products are computer based things
1326,Tablet accessories
1327,Mouse (wireless and wired)
1328,SPACE
1329,Flash card and storage
1330,Camera Equipment
1331,tablet and accesories 
1332,Assembling a pc
1333,For tv
1334,Computer accessories
1335,Headphones
1336,Camera Accessories 
1337,Headphones
1338,Ethernet
1339,PC/Laptop
1340,Electric plugs
1341,Camera Gear
1342,photography
1343,Audio
1344,TV setup
1345,audio devices
1346,USB extension
1347,cables
1348,SOme kind of electronics setup
1349,Cd and case
1350,Video stabilizer and  cables
1351,IPAD ACCESSORY
1352,Canon battery
1353,I pad mini case and screen protector
1354,PC Accessories
1355,This would be great bundle for someone in photography  
1356,digital camera
1357,laptop accessories
1358,headphone with audio parts
1359,Audio car system
1360,CAR SOUND SYSTEM
1361,"To have and store cables
"
1362,charging apple products
1363,"By purchasing this bundle you are getting an all in one for you IPad. You receive a travel bag, cases for the IPad(s) and a wireless mouse to connect to. "
1364,device protection
1365,GPS navigator and accessories
1366,"upgrading their laptop performance, and wifi connectivity at home 
"
1367,Store Data
1368,photography
1369,Video Accessories
1370,surge protector
1371,digital camera accesories
1372,JUNCTION BOX
1373,Desktop maintenance
1374,Computer parts 
1375,Thermal paste is essential in processor installation 
1376,Assembling a desktop computer
1377,home cinema and projector
1378,quality
1379,car stereo upgrade
1380,Good for computer set up 
1381,Installing Internet TV
1382,external storage
1383,cd storage
1384,Necessary tools for Photographer.
1385,SD Cards
1386,protecting a iPad
1387,Roku and Accessories
1388,Camera Accessories
1389,FOR PROTECTION AGAINST LOST DAMAGE
1390,Headphone
1391,Different protection cases
1392,assembling a desktop
1393,Build a computer
1394,Laptop & accessories
1395,Headphones
1396,different cables
1397,security systems
1398,light
1399,CCTV camera
1400,set 1
1401,Person is buying accessories for a tablet.
1402,Laptops
1403,Building a pc
1404,Computer
1405,protecting tablet
1406,cd storage
1407,Walkie Talkies and Accessories
1408,Computers Parts
1409,memory 
1410,Protecting and enhancing a Laptop
1411,Assembling a Camera
1412,items for camera
1413,computer and accessories
1414,Camera case
1415,camera device
1416,Camera Accessories
1417,Protecting camera
1418,Canon Powershot bundle
1419,connectivity
1420,storage disc
1421,different USB hubs
1422,different cables
1423,All items to be used as accessories for PlayStation
1424,Audio
1425,Infra red/Signal
1426,Tablet Accessories
1427,computer accessories
1428,TV brackets
1429,Amazon kindle
1430,Audio
1431,It has a case for the table and different cords to make some kinda of connection. This bunddle make sense
1432,phone attach
1433,Umbrella Types
1434,Photography 
1435,GPS and Accessories 
1436,GPS Navigators
1437,different cables
1438,antenna 
1439,cover
1440,security system with video
1441,Assembling radio communication
1442,storage device
1443,different cables
1444,Laptop Cooling Accessories
1445,Assembling the PWM fan
1446,tablet and accessories
1447,camera accessories
1448,headphones
1449,camera items
1450,Tablets
1451,Case cover
1452,protecting tablet
1453,PC peripherals
1454,input controls
1455,mouse is same 
1456,wire and pin is connect
1457,BATTERY
1458,Purchasing equipment for photography
1459,camera bag
1460,These are similar products and inbuilt used.
1461,computer uses
1462,Subset
1463,"In the photo 3-4-5 there was a purchase of a camera, memory to store photos to put in the camera and a case for the camera"
1464,portable storage
1465,travel gear
1466,Laptop gadgets
1467,photography equipment
1468,TV antenna accessories
1469,"Both are 3.0 cable modems, same type of products"
1470,camera and accessories
1471,Parts one can use for a desktop
1472,Building a computer
1473,Home tv setup
1474,SD Cards
1475,Disc BUNDLE
1476,HDMI Cable with Ethernet
1477,store information
1478,New Tablet Purchase 
1479,SPEED
1480,Accessories for Galaxy Tab
1481,SD Cards
1482,Memory Expansion for Mobile Device
1483,link video devices 
1484,TV system
1485,Metra fixings
1486,USB devices
1487,Smart TV additions
1488,Toyota radio upgrade
1489,multimedia tv setup
1490,assembling a desktop
1491,Building a computer and entertainment to go with it. 
1492,listening to music
1493,camera and accessories
1494,hard drive storage and case
1495,external storage
1496,camera and accessories
1497,assembling a desktop
1498,assembling desktop PC
1499,Samsung tab and case
1500,Storage
1501,To protect the tablet and to expand its memory
1502,Protections for iPad
1503,tablet case
1504,HDMI adapter
1505,connectivity
1506,mobile accessories
1507,camera accessories
1508,Cables
1509,Desktop accessories 
1510,iPad keyboard cases
1511,camera and accessories
1512,underwater photography
1513,storage
1514,Storage and data backup
1515,memory card 
1516,kit photo
1517,Tripod
1518,Desktop
1519,Television
1520,smart tv
1521,Assembling desktop
1522,cable
1523,Using a laptop as a desktop.
1524,gender changer adapters
1525,storage
1526,Computer Hardware
1527,External Hard Drive & Related Accessories
1528,headphone
1529,photography
1530,cables
1531,USB port splitter
1532,Expansion of cable input
1533,The user is intending to travel and will need some of these devices to make their journey more comfortable
1534,headphones
1535,The bundle is made for people who work in the world of radiocommunications
1536,GoPro
1537,Ipod
1538,usage of GoPro HERO3
1539,Camera Items
1540,camera accessories
1541,Pc accessories
1542,Audio
1543,tripod
1544,for packaging
1545,Bag/storage
1546,These items have been bought for the intent of trekking or during travel
1547,Camera accesories
1548,Wireless Speaker
1549,streaming player
1550,Media player
1551,GPS navigator and case
1552,Photography accessories 
1553,cameras
1554,dancing water
1555,case for tablet
1556,CAR DECORATION
1557,coaxial speakers and stereo receivers for car audio
1558,external storage
1559,"This is a bundle for a photographer who wants to be equipped not only with a camera but also with accessories such as a lens, extra batteries and a flash light and to have a bag to carry all that."
1560,accessories for photography
1561,Monitors
1562,Assembling a desktop
1563,Computer parts for assembly
1564,storage devices
1565,Wifi at home
1566,bundle for entertainment audio/video system
1567,Watching Blu-ray discs
1568,Security bundle.
1569,Computer attatchments
1570,Canon Camera accessories
1571,Taking pictures and storing on external hard drive
1572,tablet and accessories
1573,"assembling a computer
"
1574,computer mother board equipment
1575,Storing presentations with the laptop
1576,different backing boards
1577,different graphics cards
1578,price
1579,ipad protection
1580,charger
1581,hard drive
1582,camera lens
1583,Apple TV device
1584,item1 and item2
1585,Laptop products
1586,usb
1587,speaker
1588,tv mounting
1589,Wall monitor
1590,multimedia kit
1591,Digital camera
1592,gadget bag
1593,Carrying Case
1594,Hard drive and protection accessories
1595,charger
1596,Ipad tablet accessories 
1597,Computer accessories
1598,different adaptors
1599,different watches
1600,Tablet Accessories
1601,TV Box/Streaming Box
1602,galaxy tab and protection
1603,different monitors
1604,camera accessories
1605,survillence kit
1606,photography
1607,computer assembling
1608,projector 
1609,Panasonic Lumix DMC-FZ30K Digital Camera
1610,Tablet or computer protectors
1611,ipad mini
1612,screen protector
1613,ipod nano
1614,better performance for camera lens
1615,Storage media
1616,Products that belong to with a Canon Camera
1617,headphones
1618,car gps
1619,Toshiba mini and case
1620,tab and laptop complementary products
1621,The user intent is to buy something related to security cameras system or the system itself
1622,Camera backpack
1623,Flash Memory Card and Sandisk Memory Card 64g
1624,memory 
1625,Battery and chargers 
1626,Data travelers
1627,making videos
1628,Camera
1629,Memery cards and accessories
1630,All related to taking and storing professional photos.
1631,Setting up a radio anthena system
1632,Photography
1633,Car audio
1634,Guitar related
1635,Camera
1636,Photography
1637,cable extender
1638,Data transfer
1639,DSLR Camera
1640,storing tablet for travel
1641,headphones and accessories
1642,Photography
1643,computer accessories
1644,external storage
1645,ear bud
1646,Apple iPod shuffle 2 GB
1647,HDMI connection
1648,Wifi
1649,Mounting a PC
1650,Cable
1651,Keyboard
1652,plate
1653,Fotodiox Macro Reverse Ring Camera Mount Adapter and Rechargeable Battery for Canon
1654,storage items
1655,connecting cable
1656,Camera  kit
1657,photo set
1658,CD and its case
1659,laptop with wireless mouse
1660,cooling fans
1661,desktop assembling
1662,car gadgets
1663,Tab accessories 
1664,Accessories  for ipod
1665,Assembling a desktop pc with peripherals
1666,webcam station
1667,Assembling PC Desktop
1668,camera and accessories
1669,Camera equipment and accessories
1670,audio system
1671,"For an audiophile who needs professional equipment, all in one bundle"
1672,protect iPad
1673,connection Purpose
1674,listen to music
1675,smart room upgrade
1676,professional computer peripherals
1677,computer related
1678,assembling a computer
1679,Desktop assemblers
1680,Make a PC build whit all the items
1681,Adapter
1682,LED
1683,LED/LCD TV
1684,cable and monitor
1685,CREATRE A DIPLAY UNIT
1686,carry their data with them in style
1687,Accessories for ipad
1688,TV/Electronic Wires
1689,All items related to better use of tablet pc
1690,Earbuds
1691,Seems to be a complete set up for building a desktop computer. Just missing RAM and a graphics card if required. 
1692,SMARTPHONE INPUT DEVICES
1693,Laptop
1694,Buying and upgrading a laptop
1695,"home, work office, online"
1696,Externals
1697,photographer
1698,These items can all be used with a camera/camera equipment such as lighting etc.
1699,install car cd player
1700,They have a sterio and a frame for the serio then a tv.
1701,Wifi related
1702,Home entertainment system
1703,TV media 
1704,navigation
1705,Gaming
1706,very nice one
1707,they are all electronic items. thank you
1708,accessorising digital camera
1709,Digital camera bundle
1710,different headphones
1711,computer related
1712,Photography
1713,Canon camera setup
1714,camera accessories
1715,Photography hardware
1716,similar products and for various accessories and related to each other
1717,audio devices
1718,Lighting for professional shootings
1719,Digital Photography
1720,have reliable audio peripherals with your ipad
1721,headphones
1722,MOBILE PHONE
1723,ipad keyboard
1724,Smartphone screen protector
1725,Adapters for electronic data transfer.
1726,HDD and Accessories
1727,Apple product compatibility
1728,Speakers connection/use relation to device's output experience for humans
1729,Audio
1730,External hard drive
1731,music player
1732,computer
1733,audio amplifier
1734,tablet cover
1735,laptop case
1736,monitor and accessories
1737,Photograph studio / set / photoshoot
1738,Computer or Laptop accessories
1739,Network devices
1740,Adaptors
1741,Equipment used to set up projector 
1742,for making a desktop pc
1743,Computer peripherals
1744,photography
1745,nice
1746,camera and accessories
1747,camera and accessories
1748,different sd cards
1749,camera accessories
